"Popolazione residente al 1° Gennaio 2020 per età sesso e stato civile"
"Regione","Età","Maschi celibi","Maschi coniugati","Maschi divorziati","Maschi vedovi","Maschi uniti civilmente","Maschi già in unione civile (per scioglimento)","Maschi già in unione civile (per decesso del partner)","Totale Maschi","Femmine nubili","Femmine coniugate","Femmine divorziate","Femmine vedove","Femmine unite civilmente","Femmine già in unione civile (per scioglimento)","Femmine già in unione civile (per decesso del partner)","Totale Femmine"
Sicilia,19,,,,,,,,29199,,,,,,,,25819
Sicilia,20,,,,,,,,29260,,,,,,,,26469
Sicilia,21,,,,,,,,28631,,,,,,,,26124
Sicilia,22,,,,,,,,28584,,,,,,,,26244
Sicilia,23,,,,,,,,28426,,,,,,,,26689
Sicilia,24,,,,,,,,28548,,,,,,,,26974
Sicilia,25,,,,,,,,29111,,,,,,,,27478
Sicilia,26,,,,,,,,29706,,,,,,,,28517
Sicilia,27,,,,,,,,30828,,,,,,,,29568
Sicilia,28,,,,,,,,30233,,,,,,,,29113
Sicilia,29,,,,,,,,30379,,,,,,,,29364
Sicilia,30,,,,,,,,30171,,,,,,,,29599
Sicilia,31,,,,,,,,30434,,,,,,,,29578
Sicilia,32,,,,,,,,29569,,,,,,,,28914
Sicilia,33,,,,,,,,29684,,,,,,,,28861
Sicilia,34,,,,,,,,29667,,,,,,,,29394
Sicilia,35,,,,,,,,30169,,,,,,,,30063
Sicilia,36,,,,,,,,29852,,,,,,,,29597
Sicilia,37,,,,,,,,30755,,,,,,,,30664
Sicilia,38,,,,,,,,30648,,,,,,,,30834
Sicilia,39,,,,,,,,31797,,,,,,,,31947
Sicilia,40,,,,,,,,31921,,,,,,,,32470
Sicilia,41,,,,,,,,32943,,,,,,,,33295
Sicilia,42,,,,,,,,33177,,,,,,,,34000
Sicilia,43,,,,,,,,34845,,,,,,,,35608
Sicilia,44,,,,,,,,35761,,,,,,,,36452
Sicilia,45,,,,,,,,36769,,,,,,,,38020
Sicilia,46,,,,,,,,36015,,,,,,,,37404
Sicilia,47,,,,,,,,36187,,,,,,,,37618
Sicilia,48,,,,,,,,36577,,,,,,,,38683
Sicilia,49,,,,,,,,35983,,,,,,,,38544
Sicilia,50,,,,,,,,37464,,,,,,,,39422
Sicilia,51,,,,,,,,36814,,,,,,,,39089
Sicilia,52,,,,,,,,37218,,,,,,,,39441
Sicilia,53,,,,,,,,36823,,,,,,,,39265
Sicilia,54,,,,,,,,36341,,,,,,,,39113
Sicilia,55,,,,,,,,37515,,,,,,,,39887
Sicilia,56,,,,,,,,35279,,,,,,,,37909
Sicilia,57,,,,,,,,34885,,,,,,,,38013
Sicilia,58,,,,,,,,33986,,,,,,,,37076
Sicilia,59,,,,,,,,33770,,,,,,,,37292
Sicilia,60,,,,,,,,32265,,,,,,,,35120
Sicilia,61,,,,,,,,31033,,,,,,,,34154
Sicilia,62,,,,,,,,30869,,,,,,,,34079
Sicilia,63,,,,,,,,29960,,,,,,,,33303
Sicilia,64,,,,,,,,30142,,,,,,,,32765
Sicilia,65,,,,,,,,29322,,,,,,,,32865
Sicilia,66,,,,,,,,27124,,,,,,,,30039
Sicilia,67,,,,,,,,26605,,,,,,,,29769
Sicilia,68,,,,,,,,26392,,,,,,,,29166
Sicilia,69,,,,,,,,26934,,,,,,,,30175
Sicilia,70,,,,,,,,26739,,,,,,,,30287
Sicilia,71,,,,,,,,27425,,,,,,,,31150
Sicilia,72,,,,,,,,26703,,,,,,,,30563
Sicilia,73,,,,,,,,23922,,,,,,,,28019
Sicilia,74,,,,,,,,20089,,,,,,,,23418
Sicilia,75,,,,,,,,18801,,,,,,,,22447
Sicilia,76,,,,,,,,17497,,,,,,,,21316
Sicilia,77,,,,,,,,16791,,,,,,,,21096
Sicilia,78,,,,,,,,16285,,,,,,,,20916
Sicilia,79,,,,,,,,17891,,,,,,,,23555
Sicilia,80,,,,,,,,16743,,,,,,,,22106
Sicilia,81,,,,,,,,15191,,,,,,,,20828
Sicilia,82,,,,,,,,12988,,,,,,,,18302
Sicilia,83,,,,,,,,12007,,,,,,,,17275
Sicilia,84,,,,,,,,11132,,,,,,,,16660
Sicilia,85,,,,,,,,10273,,,,,,,,15903
Sicilia,86,,,,,,,,9145,,,,,,,,14519
Sicilia,87,,,,,,,,7395,,,,,,,,12624
Sicilia,88,,,,,,,,6344,,,,,,,,11419
Sicilia,89,,,,,,,,5758,,,,,,,,10919
Sicilia,90,,,,,,,,4112,,,,,,,,8290
Sicilia,91,,,,,,,,3328,,,,,,,,7087
Sicilia,92,,,,,,,,2532,,,,,,,,5407
Sicilia,93,,,,,,,,1888,,,,,,,,4644
Sicilia,94,,,,,,,,1375,,,,,,,,3537
Sicilia,95,,,,,,,,998,,,,,,,,2857
Sicilia,96,,,,,,,,664,,,,,,,,1886
Sicilia,97,,,,,,,,455,,,,,,,,1432
Sicilia,98,,,,,,,,296,,,,,,,,903
Sicilia,99,,,,,,,,178,,,,,,,,651
Sicilia,100,,,,,,,,206,,,,,,,,826
Sicilia,Totale,,,,,,,,2416233,,,,,,,,2552177
Sardegna,0,,,,,,,,4468,,,,,,,,4324
Sardegna,1,,,,,,,,4815,,,,,,,,4508
Sardegna,2,,,,,,,,5246,,,,,,,,4888
Sardegna,3,,,,,,,,5480,,,,,,,,5077
Sardegna,4,,,,,,,,5792,,,,,,,,5318
Sardegna,5,,,,,,,,5903,,,,,,,,5498
Sardegna,6,,,,,,,,6050,,,,,,,,5708
Sardegna,7,,,,,,,,6415,,,,,,,,5949
Sardegna,8,,,,,,,,6692,,,,,,,,6313
Sardegna,9,,,,,,,,6940,,,,,,,,6456
Sardegna,10,,,,,,,,7020,,,,,,,,6414
Sardegna,11,,,,,,,,6926,,,,,,,,6566
Sardegna,12,,,,,,,,6890,,,,,,,,6574
Sardegna,13,,,,,,,,7036,,,,,,,,6509
Sardegna,14,,,,,,,,7092,,,,,,,,6538
Sardegna,15,,,,,,,,6972,,,,,,,,6448
Sardegna,16,,,,,,,,7203,,,,,,,,6717
Sardegna,17,,,,,,,,7027,,,,,,,,6661
Sardegna,18,,,,,,,,7213,,,,,,,,6827
Sardegna,19,,,,,,,,7690,,,,,,,,6922
Sardegna,20,,,,,,,,7806,,,,,,,,6762
Sardegna,21,,,,,,,,7674,,,,,,,,6608
Sardegna,22,,,,,,,,7687,,,,,,,,6722
Sardegna,23,,,,,,,,7879,,,,,,,,6806
Sardegna,24,,,,,,,,8053,,,,,,,,7008
Sardegna,25,,,,,,,,8044,,,,,,,,7193
Sardegna,26,,,,,,,,8150,,,,,,,,7552
Sardegna,27,,,,,,,,8489,,,,,,,,7886
Sardegna,28,,,,,,,,8713,,,,,,,,7990
Sardegna,29,,,,,,,,8884,,,,,,,,8366
Sardegna,30,,,,,,,,8953,,,,,,,,8268
Sardegna,31,,,,,,,,8990,,,,,,,,8485
Sardegna,32,,,,,,,,9034,,,,,,,,8612
Sardegna,33,,,,,,,,8991,,,,,,,,8676
Sardegna,34,,,,,,,,9404,,,,,,,,8968
Sardegna,35,,,,,,,,9661,,,,,,,,9041
Sardegna,36,,,,,,,,9705,,,,,,,,9502
Sardegna,37,,,,,,,,10364,,,,,,,,9901
Sardegna,38,,,,,,,,10224,,,,,,,,10108
Sardegna,39,,,,,,,,10881,,,,,,,,10267
Sardegna,40,,,,,,,,10745,,,,,,,,10604
Sardegna,41,,,,,,,,11932,,,,,,,,11459
Sardegna,42,,,,,,,,12174,,,,,,,,11646
Sardegna,43,,,,,,,,12523,,,,,,,,12261
Sardegna,44,,,,,,,,13121,,,,,,,,12934
Sardegna,45,,,,,,,,13946,,,,,,,,13276
Sardegna,46,,,,,,,,13840,,,,,,,,13366
Sardegna,47,,,,,,,,13597,,,,,,,,13304
Sardegna,48,,,,,,,,13238,,,,,,,,13630
Sardegna,49,,,,,,,,13377,,,,,,,,13161
Sardegna,50,,,,,,,,13653,,,,,,,,13727
Sardegna,51,,,,,,,,13127,,,,,,,,13540
Sardegna,52,,,,,,,,13696,,,,,,,,13824
Sardegna,53,,,,,,,,13720,,,,,,,,14013
Sardegna,54,,,,,,,,13724,,,,,,,,13919
Sardegna,55,,,,,,,,13967,,,,,,,,14267
Sardegna,56,,,,,,,,13125,,,,,,,,13859
Sardegna,57,,,,,,,,12817,,,,,,,,13466
Sardegna,58,,,,,,,,12464,,,,,,,,13277
Sardegna,59,,,,,,,,12289,,,,,,,,12640
Sardegna,60,,,,,,,,11902,,,,,,,,12487
Sardegna,61,,,,,,,,11648,,,,,,,,12284
Sardegna,62,,,,,,,,11550,,,,,,,,12345
Sardegna,63,,,,,,,,11307,,,,,,,,12085
Sardegna,64,,,,,,,,10964,,,,,,,,11670
Sardegna,65,,,,,,,,11123,,,,,,,,11770
Sardegna,66,,,,,,,,10562,,,,,,,,11169
Sardegna,67,,,,,,,,10277,,,,,,,,11070
Sardegna,68,,,,,,,,9997,,,,,,,,10914
Sardegna,69,,,,,,,,10073,,,,,,,,10848
Sardegna,70,,,,,,,,9716,,,,,,,,10490
Sardegna,71,,,,,,,,9711,,,,,,,,10749
Sardegna,72,,,,,,,,9253,,,,,,,,10247
Sardegna,73,,,,,,,,8672,,,,,,,,9422
Sardegna,74,,,,,,,,7814,,,,,,,,8980
Sardegna,75,,,,,,,,7476,,,,,,,,8800
Sardegna,76,,,,,,,,6888,,,,,,,,8660
Sardegna,77,,,,,,,,7054,,,,,,,,8690
Sardegna,78,,,,,,,,6289,,,,,,,,8059
Sardegna,79,,,,,,,,6744,,,,,,,,8832
Sardegna,80,,,,,,,,6222,,,,,,,,8085
Sardegna,81,,,,,,,,5313,,,,,,,,7282
Sardegna,82,,,,,,,,4698,,,,,,,,6707
Sardegna,83,,,,,,,,4359,,,,,,,,6359
Sardegna,84,,,,,,,,3625,,,,,,,,5792
Sardegna,85,,,,,,,,3646,,,,,,,,5656
Sardegna,86,,,,,,,,3265,,,,,,,,5247
Sardegna,87,,,,,,,,2673,,,,,,,,4693
Sardegna,88,,,,,,,,2311,,,,,,,,4042
Sardegna,89,,,,,,,,2081,,,,,,,,3931
Sardegna,90,,,,,,,,1563,,,,,,,,3308
Sardegna,91,,,,,,,,1249,,,,,,,,2829
Sardegna,92,,,,,,,,932,,,,,,,,2252
Sardegna,93,,,,,,,,772,,,,,,,,1848
Sardegna,94,,,,,,,,482,,,,,,,,1346
Sardegna,95,,,,,,,,374,,,,,,,,1132
Sardegna,96,,,,,,,,282,,,,,,,,755
Sardegna,97,,,,,,,,199,,,,,,,,584
Sardegna,98,,,,,,,,126,,,,,,,,377
Sardegna,99,,,,,,,,82,,,,,,,,306
Sardegna,100,,,,,,,,97,,,,,,,,361
Sardegna,Totale,,,,,,,,800902,,,,,,,,829572
